31630;DOBRE 5;51.279844;21.974311
30075;DOBROSŁAWÓW 1;51.405931;21.882534
30076;DOBROSŁAWÓW 2;51.414308;21.870392
31365;DOBROSŁAWÓW 3;51.408194;21.865197
60486;DOBROWOLA  [13/105];51.049444;22.297132
30077;DRACHALICA;51.587672;21.689047
30078;DRĄŻGÓW 1;51.575367;22.128741
30079;DRĄŻGÓW 2;51.580811;22.129104
30080;DRĄŻGÓW 3;51.574813;22.111380
31051;DRZEWCE 1;51.325381;22.190019
35048;DRZEWCE 2;         ;         
35049;DRZEWCE 3;51.328378;22.196904
31082;DRZEWCE 4;51.322242;22.194200
31052;DRZEWCE KOL 1;51.314439;22.204369
31053;DRZEWCE KOL 2;         ;         
31054;DRZEWCE KOL 3;51.310231;22.182328
31055;DRZEWCE KOL 4;51.320136;22.170808
31056;DRZEWCE KOL 5;51.325486;22.177528
31057;DRZEWCE KOL 6;51.321873;22.164520
31602;DRZEWCE KOL 7;51.317069;22.178225
31083;DRZEWCE KOL 8;51.312617;22.179767
30081;DWÓRZEC;51.677392;22.104149
60057;DZIERZKOWICE GÓRY 1 Hydrofornia [5/15];50.950100;22.079500
60058;DZIERZKOWICE GÓRY 2  [5/16];50.948818;22.087659
60530;DZIERZKOWICE GÓRY 3  [5/17];50.946609;22.097153
60684;DZIERZKOWICE GS  [5/29];         ;         
60051;DZIERZKOWICE KRZYWIE 1  [5/9];         ;         
60599;DZIERZKOWICE KRZYWIE 2  [5/10];50.955810;22.114915
60685;DZIERZKOWICE MŁYN  [5/30];50.952855;22.101444
60052;DZIERZKOWICE PODWODY  [5/11];50.946234;22.108350
60059;DZIERZKOWICE POM  [5/18];         ;         
60053;DZIERZKOWICE RYNEK 1  [5/12];         ;         
60557;DZIERZKOWICE RYNEK 2  [5/13];50.956019;22.078492
60686;DZIERZKOWICE RYNEK 3  [5/14];50.956283;22.092483
60574;DZIERZKOWICE SZKOŁA  [5/28];50.959984;22.084284
60479;DZIERZKOWICE TERPENTYNA 1  [5/31];         ;         
60480;DZIERZKOWICE TERPENTYNA 2  [5/32];         ;         
60481;DZIERZKOWICE TERPENTYNA 3  [5/33];         ;         
60871;DZIERZKOWICE TERPENTYNA CHŁODNIA  [5/50];         ;         
60061;DZIERZKOWICE WOLA 1  [5/23];50.975467;22.044434
60062;DZIERZKOWICE WOLA 2  [5/24];50.980207;22.032387
60742;DZIERZKOWICE WOLA 3  [5/25];50.983628;22.022351
60741;DZIERZKOWICE WOLA 4  [5/26];         ;         
60063;DZIERZKOWICE WOLA KR  [5/27];50.982701;22.012400
60060;DZIERZKOWICE ZASTAWIE 1  [5/19];         ;         
60759;DZIERZKOWICE ZASTAWIE 2  [5/20];50.962163;22.063438
60743;DZIERZKOWICE ZASTAWIE 3  [5/21];         ;         
60749;DZIERZKOWICE ZASTAWIE 4  [5/22];50.959726;22.067832
30133;EDWARDÓW;51.653531;21.851914
30814;ELŻBIETA 1;51.131681;21.945094
30907;ELŻBIETA 2;51.124022;21.941997
30908;ELŻBIETA 3;51.117075;21.939172
30815;ELŻBIETA 4;51.121073;21.939611
30808;ELŻBIETA KOL 1;51.117328;21.920308
30809;ELŻBIETA KOL 2;51.126186;21.924756
30812;EMILCIN 1;51.138711;22.038910
30813;EMILCIN 2;51.126231;22.037206
60447;EWUNIN 1 [31/14];         ;         
61134;EWUNIN 2 [31/5];         ;         
30134;FALENTYN 1;51.660579;22.021194
30135;FALENTYN 2;51.670117;22.020335
30136;FALENTYN 3;51.665053;22.011580
30816;FRANCISZKÓW NOWY;51.087200;21.999733
30817;FRANCISZKÓW STARY 1;51.098233;21.999644
30818;FRANCISZKÓW STARY 2;51.095947;21.990086
30819;FRANCISZKÓW STARY 3;51.109597;21.975781
35055;GARBÓW  1;51.351203;22.334712
35056;GARBÓW  2;         ;         
35057;GARBÓW  3;51.356438;22.332330
35058;GARBÓW  4;51.349883;22.361255
35059;GARBÓW  5;51.356492;22.335484
35060;GARBÓW  6;51.353392;22.315005
